Tissue,CT,Gene
Liver,Megakaryocyte,"ITGA2B,GMFG,PF4,PTPRC,PPBP,PF4"
Liver,Megakaryocyte-erythroid-mast cell progenitor cell,"GATA2,GATA1"
Liver,Memory CD27+ B cell,"CD27,MME,CD19,CD38"
Liver,Memory CD27- B cell,"CD19,MME,CD27"
Liver,Memory double-positive T cell,"CD8B,HLA-DQA2,XCL2,CD69,CD8A"
Liver,Mesenchymal cell,"ALCAM,DLK1,TFRC,PTPRC,USP46,CCL2,COL1A2,YRDC,SF3A2,ITGA1,IGFBP7,NDN,ID3,CCDC86,FOSL1,FXYD6,HSPB6,HOXB2,GADD45B,RAB35,DKK3,ROR1,GPX7,TCIM,TOR3A,SVIL,HES4,ZBTB1,WDR1,GPM6B,FJX1,FSTL3,SORBS3,PTGES2,GUCY1B1,MPZL1,AKAP12,CDC42EP2,DLK1,RHBDD2,LRRC17,EDNRA,COTL1,TMEM98,DACT1,PLTP,PDLIM7,PRMT1,NXT1,CTSC,RRP9,MDK,IGFBP2,COL1A1,TIMP1,ACTA2,PDGFRA,COL1A1,SNAI3,VIM,CD44,SNAI1,COL3A1,ZEB1,TWIST1,ILK,COL1A1,PDGFRA,ACTA2,PDGFRB,COL1A2"
Liver,Mesenchymal stem cell,"PTPRC,CD44,THY1,BSG,CD34,ITGB1,THY1,NT5E,CD44,THY1,ITGB1,CD34,THY1,ALCAM,CD44,NT5E,ITGB1"
Liver,Migrating cancer stem cell,"MPL,CDCP1"
Liver,Monocyte,"FCGR3A,CD14,FCGR3A,CD14,CD14,CD68,FCGR3A,CD14,SELL,S100A8,CCR2,CD163,CD40,CD83,S100A8,THBD,FCGR1A,FCN1"
Liver,Monocyte-dendritic cell progenitor cell,"CCR2,CSF1R"
Liver,Mucosa-associated invariant T (MAIT) cell,"RORC,CD40LG,SLC4A10,ZBTB16"
Liver,Mucosal-associated invariant T cell,"IL23R,RORA,NRIP1,RORC,NR1D1,JAML,SESN1,ERN1,TBC1D31,LTK,CCR6,SLAMF1,TC2N,PNP,PBXIP1,CEBPD,PRNP,PHACTR2,COLQ,APOL3,GPR171,DUSP1,ZBTB16,IFNGR1,CTSH,HPGD,NCR3,CERK,GPR65,SYTL2,IL18RAP,ADAM12,TMEM71,TNF,CCR2,FLT4,IL12RB2,RUNX2,HACL1,SLC4A10,TRAT1,GYG1,ME1,IL18R1,B3GALT2,P2RY14,ODF2L,IKZF2,GALC,FKBP11,TMIGD2,NFKBIA,MKNK1,EDEM2,SPOCK2,CCR1,MBOAT1,KLRB1,TLE1,TSPAN15,PDK3,DKK3,STN1,DPP4,TTC39C,CD160,CD40LG,LST1,IL4I1"
Liver,Myeloid cell,"ITGA2B,PTPRC,FCGR3A,FCGR3A,CD14,LYZ,CD14"
Liver,Myeloid derived suppressor cell (MDSC),"VCAN,S100A6,S100A12,FCN1,S100A9,S100A8"
Liver,Myeloid progenitor cell,"CD34,MPO"
Liver,Naive B cell,"PLPP5,CXCR4,TCL1A,IGHM,FCER2,APLP2,IL4R,IGHD,CD27,CD19,MME"
Liver,Naive CD4 T cell,"CCR7,TCF7,SOCS3,MAL,MYC,NOSIP,LEF1,TSHZ2,SELL"
Liver,Naive CD4+ T cell,"CCR7,CCR7,SELL,TCF7"
Liver,Naive CD8+ T cell,"SOCS3,LEF1,TSHZ2,RCAN3,NOSIP,SELL,MYC,CCR7,MAL,TCF7,LEF1,CCR7"
Liver,Naive T(Th0) cell,"CCR7,SELL,LEF1,CCR7,IL7R"
Liver,Naive double-positive T cell,"ZFP36L2,FTH1,GPR183,CCR7"
Liver,Natural killer T(NKT)-like cell,"CD3E,KLRF1"
Liver,Natural killer cell,"NCAM1,NCAM1,FCGR3A,CXCR6,ITGA5,B3GAT1,FCGR3A,GZMB,GNLY,CD3D,CD3E,HLA-E,NCAM1,B3GAT1,FCGR3A,KLRF1,NCR1,KLRD1,NCAM1,FCGR3A,SELL,ITGA5,KLRD1,KLRC2,B3GAT1,CX3CR1,KIR2DL1,CD69,KLRK1,CD7,EOMES,CXCR6,GNLY,NKG7"
Liver,Neutrophil,"CCR7,ITGAM,CD33,FUT4,MPO,FCGR3B"
Liver,PD-1hi Regulatory B cell,"CD27,CD5"
Liver,Pan‐T cell,"CD3E,CD3D"
Liver,Pericyte,"RGS5,CSPG4"
Liver,Plasma cell,"IGHA2,DPEP1,IGKC,JCHAIN,SDC1,CD38,MZB1"
Liver,Plasmablast,"CD19,CD38,CD27,MME"
Liver,Plasmacytoid dendritic cell(pDC),"BCL11A,IRF8,CCDC50,TCF4,SPIB,IRF7,ITM2C,C12orf75,LILRA4"
Liver,Portal fibroblast,"MSLN,UPK1B,UPK3B"
Liver,Portal vein epithelial cell,"CD63,CD200"
Liver,Pre-B cell,"CD34,CD19,MME"
Liver,Primitive erythrocyte,"GYPA,HBE1"
Liver,Pro-B cell,"CD34,CD19,MME"
Liver,Progenitor cell,"PROM1,NCAM1,PROM1,MCAM,AFP,DLK1,NCAM1,PROM1,KRT19,EPCAM,HNF1B,HAPLN1,IHH,LGR5,CD44,LFNG,IGFBP5,PROM1,AFP,KRT19,IGF2,EPCAM,NCAM1,LGR5,PROM1,GPC3,AFP,KRT19,EPCAM,NCAM1"
Liver,Regulatory T (Treg) cell,"IL2RA,CTLA4,FOXP3,IL2RA,TNIP3,IL21R,DDIT4,DDB2,TET2,BIRC3,PRNP,TM9SF2,DNPH1,MYO5C,STAMBPL1,LY75,CD82,MRPS6,EDARADD,PRDX1,STARD7,BEX3,GLRX,ICOS,MAP1LC3A,PGK1,WDFY1,CALM3,UXS1,CCDC22,TBC1D8,CSF2RB,HPRT1,SEC61A2,NCF4,GATA3,WHRN,TBC1D4,LEPROT,TNFAIP3,ADORA2A,PPM1G,IRF5,PLTP,TPMT,NDUFC2,PHPT1,GOLGA8A,SEC14L1,IL21R-AS1,DUSP4,TULP4,C21orf91,SLAMF1,BABAM2,ZC3H7A,CBX5,CARD17,ACSL4,TTYH3,PDE4A,MGAT1,SRA1,CCR8,ADPRH,POU2F2,SLA,TSPYL2,SGMS1,TNS3,CDKN2A,BATF,SLC16A1,ACTA2,ACTR3C,WSB1,RTKN2,DPYSL2,SMC4,ACOT9,ICA1,AKIP1,IL2RB,CTSC,CKAP2,PTP4A3,PKM,ATOX1,METTL8,LMCD1,DDX24,PHLDA1,PSMA2,LAP3,CMTM6,OCIAD2,CDKN1A,UGP2,PAK2,IRF4,TYMP,ETV7,RPS27L,TMEM154,BST2,MAPKAPK3,CD177,VMP1,KIF5B,HSPB1,C16orf87,NPC2,MICAL2,AKIRIN2,SQSTM1,ISOC1,NAPA,THADA,ADAM10,PTPRJ,FOXP3,CTTNBP2NL,ZFP36L1,PSMD11,WDR83OS,PPP1CB,MCCC2,ACP5,TNFRSF13B,PIM2,CXCR6,MIR4435-2HG,CXCR3,DYNC1I2,COX5A,CEACAM1,ENTPD1,NCOA3,CD27-AS1,GBP4,CTSD,SFT2D1,KCNN4,FAM110A,ZNF280C,HDAC7,LAYN,PRDX3,CD27,FMNL3,NBR1,RHBDD2,NFAT5,AKAP5,ARHGAP9,DYNLRB1,PRDM1,IL10RB,IFNAR2,ARPC1A,OS9,MCL1,GK,COMMD3,GOT2,PAIP2,ARPC1B,TOX,NME3,CCR4,MAP2K3,SLC41A1,NDFIP2,SLC12A6,SCO2,ECH1,TOM1,LGALS3,CCNG2,ZC3H12D,LYST,TOX2,OTUD5,TIGIT,BTG3,ASB2,CD7,LASP1,P2RY10,LY75-CD302,SLC5A3,AFTPH,HSPA1B,HERPUD1,NDUFA13,BBLN,GABPB1,CD59,SH3BGRL,GRN,LINC02694,GRINA,ADI1,HTATIP2,LINC00963,CTNNA1,SYNGR2,SGPP1,GAPDH,UCP2,CCR1,COL9A2,CORO1B,TLK1,GADD45G,ZBTB32,COPZ1,CARD16,NUDT5,INPP1,CCND2,RHOC,SDF4,SAT1,TNFRSF1B,ATP13A3,HACD1,FYCO1,ATP6V0A1,CREB3L2,IL32,CREM,DYNLL1,NINJ1,TRAF3,CD74,LAIR2,CASP1,FOXO1,CDIP1,TNFRSF9,NDUFC2-KCTD14,MRNIP,ADCY3,TFRC,ASXL2,IL12RB1,FBLN7,SH2D2A,PDIA6,SOX4,CTSA,DUSP10,CTNNB1,CADM1,MZB1,CCDC50,SUOX,CLNK,APLP2,FANCL,SPOCK2,NSF,HPGD,EIF4H,MX1,GBP2,USP48,VPS54,VEZT,FAM53B,IL1R1,GPX1,VAV3,IL12RB2,YJEFN3,FANK1,ARHGEF12,CD83,TNFRSF18,ATP6V1C2,LMBRD1,GALM,DUSP16,PRKAR1A,SLC25A38,FAM104A,LTA,NEDD9,CD80,CLIP1,GOLGA8B,MYO5A,PARK7,HNRNPLL,KDM5B,TNFRSF8,LRPAP1,SNX9,TMX1,METTL7A,SPATS2L,GBP5,LDLRAD4,ANKRD10,ZNF292,GSTO1,TTN,OAS3,KAT2B,TPI1,LAT2,SMS,SGSH,MIR497HG,ZBED2,FKBP1A,SERPINB9,NPTN,MYO1E,ALDH3A2,RGS1,ENTPD1-AS1,CCDC141,ADAT2,SDC4,SERPINE2,INPP5F,GTF3C6,PTTG1,GABARAP,CLEC7A,SLC3A2,CYTOR,SLC35F2,LRRC61,PSEN1,RBPJ,NAMPT,ZC2HC1A,GABARAPL1,BACH1,MIIP,ABI2,TNIP1,SSH1,HSD17B10,C7orf25,HADHB,GRAMD2B,PMAIP1,PIM3,UBE2L6,HAVCR2,FAS,ERI1,CACYBP,RFX5,MAST4,ARID5B,IKZF2,SAMSN1,HPSE,PSMC2,TP53INP1,C3AR1,HLA-DQA1,MAN1A2,MAGEH1,CD79B,VCP,GPI,GCNT1,MBOAT7,TPP1,LAPTM4B,CTLA4,PRDX5,PCK2,PLEKHG2,COG1,IL1R2,IL2RA,MCM5,SMPD3,HLA-DMA,RNF187,IKZF4,ICAM3,CD70,TSPAN13,EPSTI1,PSMB1,TRPS1,ATP1B1,TRIM69,ENO1,OAS1,NAB1,HSPA1A,PHTF2,PHACTR2,IRF9,SURF4,TNFRSF4,RAB11FIP1,ARPP19,HADHA,ISG15,PSMB3,STAM,LAPTM4A,F5,NINJ2,RAP1A,RCBTB1,UBE2N,IGFLR1,TRAF1,MIR4632,KIF20B,CD58,VDR,PSMB6,IFI6,CSF1,MAF,PELI1,SIRPG,SUMO1,EBI3,GADD45A"
Liver,Regulatory T(Treg) cell,"FOXP3,IL2RA,CTLA4,FOXP3,FOXP3,CTLA4,GBP2,FANK1,ICA1,ARID5B,RTKN2,IL2RA,CORO1B,FOXP3,ENTPD1,TIGIT,IL2RA,CD27,TRAF3,EZH2,TIGIT,FCRL3,IL2RA,CTLA4,FOXP3,CD4,CD3D"
Liver,Resting regulatory T cell,"LEF1,FOXP3,IL2RA"
Liver,Scar‐associated macrophage (SAM),"CD9,TREM2,CAPG,GPNMB"
Liver,Septum transversumal cell(STC),"NCAM1,PDGFRA"
Liver,Sinusoidal cell,"ITGB1,CLEC4M"
Liver,Sinusoidal endothelial cell,"LYVE1,FCGR2B,STAB2,CLEC4M,DNASE1L3,CLEC4G,FCGR2B,F8,CLEC1B,MRC1,FCN2,LYVE1,GPR182,OIT3,FCN3"
Liver,Somatic stem cell,"PROM1,NCAM1,TACSTD2,LGR5"
Liver,Stem cell,"CD34,NCAM1,THY1,AFP,THY1,PROM1,KRT19,UBD,KRT19,DLK1,PROM1,KRT19,PROM1,SOX9,DLK1,ADAM17,CD44,NANOG,PROM1,ITGA6,SOX2,CD44,LIN28A,LGR5,LGR5,EPCAM,PROM1,KRT19,CD44,HNF1B,LGR5,POU5F1,IHH,IGFBP5,THY1,HAPLN1,NANOG,LFNG,PROM1,SOX2,PROM1,ONECUT1,HES1,PROX1,SOX17,SOX9,LGR5,PROM1,ITGA6,ITGB1,PROM1,THY1,CD44,CD24,PROM1,CD44,EPCAM,NOTCH3"
Liver,Superpotent cancer stem cell,"EPCAM,ALDH1A1"
Liver,Suppressive regulatory T cell,"LAYN,TIGIT,IL2RA,PCLAF,TYMS,ICOS,CXCL13,TNFRSF18,TNFRSF4,FOXP3,CTLA4,ENTPD1,TNFRSF9,CCR8"
Liver,T cell,"CD7,PTPRC,CD7,CD58,CD7,CD4,CD27,CD8A,CD4,IL2RA,CD8A,CD4,CD8A,CD4,CD28,PTPRC,CD8A,CD244,PDCD1,CD8A,CD4,CD4,CD3E,CD8A,CD2,CD3D,TRAT1,CD69,CD3E,CD3D,HLA-E,ENTPD1,CD7,CD2,CD3E,CD3D,CD69,MYC,NCAM1,CCR6,CD4,PDCD1,CD3D,CD2"
Liver,T follicular helper(Tfh) cell,"CD40LG,GPR183,MALAT1,LTB,CXCR5,TNFRSF4,ICOS,TIGIT,MAF,CXCL13,PDCD1"
Liver,T helper 1(Th1) cell,"STAT4,IFNG"
Liver,T helper 17(Th17) cell,"RORC,RORA,CCR6,IL23R"
Liver,T helper cell,"CAPG,PVRIG,PARP8,SLC4A10,ABCB1,DUSP1,CD69,DPP4,IFNGR1,GZMK,CD4"
Liver,T helper(Th) cell,"GZMA,CCL5"
Liver,TIM-1+ Regulatory B cell,"CD38,CD5"
Liver,Terminal differentiated B cell,"MME,CD19,CD27"
Liver,Tissue resident cell,"CXCR6,CD69,CXCR3,ITGAE"
Liver,Transitional exhausted CD8+ T cell,"CSF1,DUSP4,PDCD1,GZMK,HAVCR2"
Liver,Tumor-initiating cell,"CD24,CD47,CACNA2D1,PBX3"
Liver,Tumor‐associated macrophage (TAM),"GPNMB,SLC40A1,APOE,C1QA,TREM2,C1QB"
Liver,Vascular endothelial cell,"ITGA2,ITGA3,ITGA2,ITGA4,ITGA3,ITGA4"
Liver,lrNK cell,"CXCR6,EOMES"
Lung,Activated dendritic cell,"CCR7,BIRC3,CCL22"
Lung,Adenocarcinoma stem-like cell,"S100A9,S100A8,UNC5C,FAM83A,CST2,DUSP13,HSPA6,CBLN4,TLL1,SLC22A3,OR8B3,CPLX2"
Lung,Aerocyte,"EDNRB,HPGD,SOSTDC1"
Lung,Airway secretory cell,"AQP3,MUC5AC,SCGB1A1,MUC5B,PIGR"
Lung,Airway smooth muscle cell,"ACTA2,TAGLN,CNN1,LGR6,DES"
Lung,Alveolar cell,"AGER,CLDN18"
Lung,Alveolar cell Type 1,"AGER,AGER,SFTPC,SLPI,EPCAM,AGER,AGER,PDPN"
Lung,Alveolar cell Type 2,"AGER,SLPI,EPCAM,SFTPC,ABCA3,SFTPB,SFTPC"
Lung,Alveolar epithelial cell Type 1,"AGER,PDPN,CAV1,PDPN,AGER"
Lung,Alveolar epithelial cell Type 2,"SFTPB,SFTPD,SFTPA1,SFTPC,SFTPC,HHIP"
Lung,Alveolar macrophage,"CD68,FBP1,MSR1,MARCO,APOE,CD68,SIGLEC1,APOE,GPNMB,INHBA,APOC1,ALOX5AP,APOC1,MARCO,LYZ,CD68,C1QA,FABP4,MCEMP1"
Lung,Alveolar pneumocyte Type I,"CLIC5,CAV1,CAV2"
Lung,Alveolar pneumocyte Type II,"SFTA3,PGC,SFTPC,WIF1"
Lung,Alveolar type 2-like cell,"SFTPB,MDK"
Lung,Alveolar type II (ATII) cell,"SFTPC,LAMP3,MUC1,ABCA3,SFTPC,SFTPB,SFTPA1"
Lung,Anti-tumor immune cell,"PRF1,GZMH,GZMB"
Lung,B cell,"MS4A1,CD79A,CD19,MS4A1,MS4A1,IGHG1,IGHG3,MZB1,JCHAIN,IGHG2,MS4A1,CD19,CD19,CD79A,CD19,MS4A1,CD79A,CD19,CD79B,CD79A,IGHG1,IGHM,IGHA1,CD19,CD79A,MS4A1,CD24,MS4A1,CD79A,CD19,CD79B,FCRL2,TCL1A,TNFRSF17,SPIB,CD19,PNOC,BLK,CD19,CD79B,CD79A,CD79B,CD79A,MS4A1,IGKC,JCHAIN,IGHG1,CD79A,MS4A1,CD79A,CD19,MS4A1,CD19,IGKC,PTPRCAP,IGHA1,CD79A,MS4A1,IGHG3,TNFRSF17,IGHM,MS4A1,CD79A,MS4A1,CD19,CD19,CD79A,MS4A1,MS4A1,CD19,MS4A1,IGHG1,MS4A1,IGHA1,CD19,CD79A"
Lung,B-2 cell,"STK11,CDKN2A,FHIT,MYCL"
Lung,Basal cell,"CSTA,S100A8,LOXL4,LYPD3,FGFBP1,IL20RB,TNS4,SERPINB1,KRT5,POLR2J3,KRT6C,NRARP,TMEM43,KRT4,CAV1,SERPINB2,ANXA8L1,FABP5,WNT10A,CD109,NECTIN1,KRT15,SERPINB5,IL1RN,SPRR1B,PKP1,FAT2,TIMP1,ZNF385A,LY6D,JUP,GPX2,FBLN1,GLTP,GJB3,THBD,RARG,COL17A1,LGALS7B,UPK3BL1,PTTG1,SH3BGRL3,PKP3,NOTCH1,ADH7,CLDN1,C10orf99,ITGA6,LGALS7,RAB38,IGFBP6,TP63,PPP1R13L,DSG3,ARL4D,IFI27L2,SERPINB13,SPRR1A,CCND2,CLCA2,LAD1,SFN,FABP5P3,DSC3,KRT6A,KRT6B,DUSP7,KRT14,KRT17,ZYX,HSPB1,SOX15,DAPL1,S100A14,C16orf74,ACKR3,KRT13,FYB1,ATP1B3,GPC1,BMP7,PGM2,GM2A,CLCA4,CAPG,PHLDA3,S100A2,AQP3,S100A16,ANXA8,PLAT,MMP28,SPINK5,S100A10,GPNMB,SDC1,TUBB6,KRT16,PLP2,MT1X,NXN,TRIM7,KRT5,KRT5,KRT5,KRT5,KRT5,KRT5,NGFR,KRT5,KRT5,KRT5,NGFR,KRT17,TP63"
Lung,Basal epithelial cell,"KRT17,KRT5,KRT14,KRT17"
Lung,Basophil,"SMAD1,CCR5,TPSAB1,CPA3,MS4A2"
Lung,Brush cell (Tuft cell),"MIAT,ADAM10,KCNN3,TUBB2B,RASSF6,NIFK,IRAG2,NAV1,NIP7,TOMM20,ANXA1,ID2,KYNU,LFNG,AEN,FRAT2,ACADSB,NKX3-1,YBX1,AHCY,FOXK2,RCOR1,HDAC2,AZGP1,HSPD1,PRDM1,TMEM185B,RFFL,COLCA2,PPP1R14B,IL1B,PDXP,HES6,ALPL,SNHG1,SH3BP4,ANXA4,NREP,NONO,NOS2,POU2F3,FMNL2,RAPGEF5,NFATC3,XPO5,MAFF,TSN,RNF183,INPP5B,EPB41L4A-AS1,AFAP1,SLC16A1,SOX4,HOTAIRM1,HOMER3,CRYM,MYC,ASCL1,HOXA1,ASCL2,FGF1,DIP2B,GRAMD1A,ACSL4,FBRSL1,SKAP2,NDC1,KDM6B,IL23A,ATP11C,SPTSSB,ADA,SORL1,GYS2,CPE,ODC1,MLLT11,CCNJ,TUBB3,FAM117B,RTCB"
